year,latitude,longitude,co2
1/1/2002,49.75,6.1667,9.94
1/1/2002,49.75,15.5,123.6
1/1/2002,50.8333,4,126.44
1/1/2002,51,9,900.96
1/1/2002,52,20,305.73
1/1/2002,52.5,5.75,176.37
1/1/2002,53,-8,46.03
1/1/2002,53,28,55.68
1/1/2002,54,-2,560.04
1/1/2002,56,10,55.55
1/1/2002,56,24,12.6
1/1/2002,57,25,7.54
1/1/2002,59,26,15.23
1/1/2002,60,100,"1,528.96"
1/1/2002,60,100,"1,528.96"
1/1/2002,62,10,42.67
1/1/2002,62,15,56.64
1/1/2002,64,26,65.06
1/1/2002,65,-18,2.99
1/1/2002,9,-80,5.81
1/1/2002,10,-84,6.23
1/1/2002,11,-61,28.54
1/1/2002,11,-61,28.54
1/1/2002,12.1167,-61.6667,0.21
1/1/2002,12.5,-69.9667,2.44
1/1/2002,13,-85,3.99
1/1/2002,13.1667,-59.5333,1.2
1/1/2002,13.25,-61.2,0.19
1/1/2002,13.25,-61.2,0.19
1/1/2002,13.25,-61.2,0.19
1/1/2002,13.8333,-88.9167,5.93
1/1/2002,13.8833,-61.1333,0.33
1/1/2002,15,-86.5,5.99
1/1/2002,15.4167,-61.3333,0.1
1/1/2002,15.5,-90.25,10.93
1/1/2002,17.05,-61.8,0.37
1/1/2002,17.25,-88.75,0.43
1/1/2002,17.3333,-62.75,0.2
1/1/2002,18.25,-77.5,10.2
1/1/2002,18.5,-64.5,0.11
1/1/2002,19,-72.4167,1.8
1/1/2002,19,-70.6667,21.07
1/1/2002,21.5,-80,25.97
1/1/2002,21.75,-71.5833,0.1
1/1/2002,23,-102,413.97
1/1/2002,24.25,-76,1.58
1/1/2002,32.3333,-64.75,0.56
1/1/2002,38,-97,"5,943.65"
1/1/2002,60,-95,570.89
1/1/2002,72,-40,0.54
1/1/2002,-41,174,34.77
1/1/2002,-27,133,362.21
1/1/2002,-21.5,165.5,2.39
1/1/2002,-20,-175,0.1
1/1/2002,-18,175,0.88
1/1/2002,-16,167,0.08
1/1/2002,-15,-140,0.71
1/1/2002,-13.5833,-172.3333,0.15
1/1/2002,-8,159,0.16
1/1/2002,-8,178,0.01
1/1/2002,-6,147,3.48
1/1/2002,-0.5333,166.9167,0.08
1/1/2002,1.4167,173,0.04
1/1/2002,6.9167,158.25,0.14
1/1/2002,7.5,134.5,0.25
1/1/2002,9,168,0.08
1/1/2002,-34,-64,124.38
1/1/2002,-33,-56,4.56
1/1/2002,-30,-71,54.49
1/1/2002,-23,-58,3.87
1/1/2002,-17,-65,10.33
1/1/2002,-17,-65,10.33
1/1/2002,-10,-76,26.93
1/1/2002,-10,-55,327.43
1/1/2002,-2,-77.5,24.75
1/1/2002,4,-72,54.85
1/1/2002,4,-56,1.56
1/1/2002,5,-59,1.58
1/1/2002,8,-66,192.75
1/1/2002,8,-66,192.75
1/1/2001,-29.5,28.5,1.88
1/1/2001,-29,24,371.14
1/1/2001,-22,17,2.02
1/1/2001,-22,24,3.85
1/1/2001,-20.2833,57.55,2.86
1/1/2001,-20,30,12.51
1/1/2001,-20,47,1.74
1/1/2001,-18.25,35,1.55
1/1/2001,-15,30,1.88
1/1/2001,-13.5,34,0.85
1/1/2001,-12.5,18.5,9.67
1/1/2001,-12.1667,44.25,0.1
1/1/2001,-6,35,3.04
1/1/2001,-4.5833,55.6667,0.63
1/1/2001,-3.5,30,0.21
1/1/2001,-2,30,0.52
1/1/2001,-1,11.75,4.77
1/1/2001,-1,15,0.77
1/1/2001,0,25,0.82
1/1/2001,1,7,0.05
1/1/2001,1,32,1.47
1/1/2001,1,38,9.24
1/1/2001,2,10,3.09
1/1/2001,6,12,3.33
1/1/2001,6.5,-9.5,0.48
1/1/2001,7,21,0.25
1/1/2001,8,-5,7.4
1/1/2001,8,-5,7.4
1/1/2001,8,-2,6.73
1/1/2001,8,1.1667,1.16
1/1/2001,8,38,4.26
1/1/2001,8.5,-11.5,0.51
1/1/2001,9.5,2.25,1.79
1/1/2001,10,8,85.44
1/1/2001,10,49,0.5
1/1/2001,11,-10,1.69
1/1/2001,11.5,43,0.37
1/1/2001,12,-15,0.15
1/1/2001,13,-2,0.99
1/1/2001,13.4667,-16.5667,0.25
1/1/2001,14,-14,4.18
1/1/2001,15,19,0.17
1/1/2001,15,30,5.82
1/1/2001,15,39,0.63
1/1/2001,16,8,0.65
1/1/2001,17,-4,0.83
1/1/2001,20,-12,1.17
1/1/2001,25,17,47.77
1/1/2001,25,17,47.77
1/1/2001,27,30,124.29
1/1/2001,28,3,83.78
1/1/2001,32,-5,37.43
1/1/2001,34,9,20.55
1/1/2001,-8.55,125.5167,
1/1/2001,-5,120,297.77
1/1/2001,1.3667,103.8,49.44
1/1/2001,2.5,112.5,134.17
1/1/2001,3.25,73,0.46
1/1/2001,4.5,114.6667,4.39
1/1/2001,4.5,114.6667,4.39
1/1/2001,7,81,10.33
1/1/2001,13,105,2.25
1/1/2001,13,122,70.3
1/1/2001,15,48,16.02
1/1/2001,15,100,192.38
1/1/2001,16,106,59.53
1/1/2001,16,106,59.53
1/1/2001,20,77,"1,035.64"
1/1/2001,21,57,20.11
1/1/2001,22,98,8.68
1/1/2001,22,98,8.68
1/1/2001,22.1667,113.55,1.69
1/1/2001,22.25,114.1667,37.8
1/1/2001,24,54,100.6
1/1/2001,24,90,31.94
1/1/2001,25,45,296.57
1/1/2001,25.5,51.25,41.21
1/1/2001,26,50.55,13.91
1/1/2001,27.5,90.5,0.37
1/1/2001,28,84,3.24
1/1/2001,29.3375,47.6581,57.48
1/1/2001,30,70,107.13
1/1/2001,31,36,15.61
1/1/2001,31.5,34.75,63.02
1/1/2001,32,53,394.93
1/1/2001,33,44,84.56
1/1/2001,33,65,0.81
1/1/2001,33.8333,35.8333,16.41
1/1/2001,35,33,6.98
1/1/2001,35,38,48.14
1/1/2001,35,105,"3,426.14"
1/1/2001,36,138,"1,248.09"
1/1/2001,37,127.5,448.55
1/1/2001,37,127.5,448.55
1/1/2001,39,35,209.53
1/1/2001,39,71,2.29
1/1/2001,40,45,3.53
1/1/2001,40,60,38
1/1/2001,40,127,71.67
1/1/2001,40.5,47.5,28.79
1/1/2001,41,64,123.04
1/1/2001,41,75,3.86
1/1/2001,42,43.5,3.73
1/1/2001,46,105,7.87
1/1/2001,48,68,128.22
1/1/2001,60,100,"1,538.24"
1/1/2001,60,100,"1,538.24"
1/1/2001,35,33,6.98
1/1/2001,35.8333,14.5833,2.47
1/1/2001,39,22,105.37
1/1/2001,39,35,209.53
1/1/2001,39.5,-8,65.7
1/1/2001,40,-4,313.89
1/1/2001,40,45,3.53
1/1/2001,40.5,47.5,28.79
1/1/2001,41,20,3.22
1/1/2001,41.8333,22,11.99
1/1/2001,42,19,1.87
1/1/2001,42,43.5,3.73
1/1/2001,42.5,1.6,0.52
1/1/2001,42.8333,12.8333,476.2
1/1/2001,43,25,48.92
1/1/2001,44,18,13.26
1/1/2001,44,21,42.28
1/1/2001,45.1667,15.5,20.97
1/1/2001,46,2,425.88
1/1/2001,46,15,16.36
1/1/2001,46,25,98.88
1/1/2001,47,8,45.08
1/1/2001,47,20,60.17
1/1/2001,47,29,3.79
1/1/2001,47.1667,9.5333,0.21
1/1/2001,47.3333,13.3333,70.39
1/1/2001,48,68,128.22
1/1/2001,48.6667,19.5,43.84
1/1/2001,49,32,301.3
1/1/2001,49.75,6.1667,9.17
1/1/2001,49.75,15.5,126.67
1/1/2001,50.8333,4,126.13
1/1/2001,51,9,917.48
1/1/2001,52,20,313.55
1/1/2001,52.5,5.75,177.08
1/1/2001,53,-8,47.56
1/1/2001,53,28,55.56
1/1/2001,54,-2,575.93
1/1/2001,56,10,55.88
1/1/2001,56,24,12.5
1/1/2001,57,25,7.52
1/1/2001,59,26,15.71
1/1/2001,60,100,"1,538.24"
1/1/2001,60,100,"1,538.24"
1/1/2001,62,10,43.56
1/1/2001,62,15,55.68
1/1/2001,64,26,62.54
1/1/2001,65,-18,2.86
1/1/2001,9,-80,6.94
1/1/2001,10,-84,5.67
1/1/2001,11,-61,26.28
1/1/2001,11,-61,26.28
1/1/2001,12.1167,-61.6667,0.19
1/1/2001,12.5,-69.9667,2.41
1/1/2001,13,-85,3.92
1/1/2001,13.1667,-59.5333,1.2
1/1/2001,13.25,-61.2,0.18
1/1/2001,13.25,-61.2,0.18
1/1/2001,13.25,-61.2,0.18
1/1/2001,13.8333,-88.9167,5.85
1/1/2001,13.8833,-61.1333,0.36
1/1/2001,15,-86.5,5.61
1/1/2001,15.4167,-61.3333,0.11
1/1/2001,15.5,-90.25,10.47
1/1/2001,17.05,-61.8,0.35
1/1/2001,17.25,-88.75,0.45
1/1/2001,17.3333,-62.75,0.18
1/1/2001,18.25,-77.5,10.58
1/1/2001,18.5,-64.5,0.11
1/1/2001,19,-72.4167,1.55
1/1/2001,19,-70.6667,19.59
1/1/2001,21.5,-80,25.33
1/1/2001,21.75,-71.5833,0.07
1/1/2001,23,-102,412.63
1/1/2001,24.25,-76,1.57
1/1/2001,32.3333,-64.75,0.53
1/1/2001,38,-97,"5,902.46"
1/1/2001,60,-95,564.64
1/1/2001,72,-40,0.54
1/1/2001,-41,174,34.58
1/1/2001,-27,133,357.67
1/1/2001,-21.5,165.5,1.88
1/1/2001,-20,-175,0.09
1/1/2001,-18,175,1.05
1/1/2001,-16,167,0.09
1/1/2001,-15,-140,0.68
1/1/2001,-13.5833,-172.3333,0.15
1/1/2001,-8,159,0.16
1/1/2001,-8,178,0.01
1/1/2001,-6,147,3.21
1/1/2001,-0.5333,166.9167,0.08
1/1/2001,1.4167,173,0.03
1/1/2001,6.9167,158.25,0.17
1/1/2001,7.5,134.5,0.25
1/1/2001,9,168,0.08
1/1/2001,-34,-64,133.31
1/1/2001,-33,-56,5.03
1/1/2001,-30,-71,52.58
1/1/2001,-23,-58,3.78
1/1/2001,-17,-65,8.56
1/1/2001,-17,-65,8.56
1/1/2001,-10,-76,26.93
1/1/2001,-10,-55,332.99
1/1/2001,-2,-77.5,22.94
1/1/2001,4,-72,55.25
1/1/2001,4,-56,2.36
1/1/2001,5,-59,1.59
1/1/2001,8,-66,171.97
1/1/2001,8,-66,171.97
1/1/2000,-29.5,28.5,1.85
1/1/2000,-29,24,377.73
1/1/2000,-22,17,1.64
1/1/2000,-22,24,3.78
1/1/2000,-20.2833,57.55,2.69
1/1/2000,-20,30,13.82
1/1/2000,-20,47,1.87
1/1/2000,-18.25,35,1.32
1/1/2000,-15,30,1.79
1/1/2000,-13.5,34,0.85
1/1/2000,-12.5,18.5,9.52
1/1/2000,-12.1667,44.25,0.1
1/1/2000,-6,35,2.57
1/1/2000,-4.5833,55.6667,0.57
1/1/2000,-3.5,30,0.27
1/1/2000,-2,30,0.52
1/1/2000,-1,11.75,4.67
1/1/2000,-1,15,1.05
1/1/2000,0,25,0.8
1/1/2000,1,7,0.05
1/1/2000,1,32,1.39
1/1/2000,1,38,10.3
1/1/2000,2,10,0.45
1/1/2000,6,12,3.35
1/1/2000,6.5,-9.5,0.41
1/1/2000,7,21,0.27
1/1/2000,8,-5,6.46
1/1/2000,8,-5,6.46
1/1/2000,8,-2,6.1
1/1/2000,8,1.1667,1.33
1/1/2000,8,38,3.46
1/1/2000,8.5,-11.5,0.39
1/1/2000,9.5,2.25,1.57
1/1/2000,10,8,75.76
1/1/2000,10,49,0.48
1/1/2000,11,-10,1.61
1/1/2000,11.5,43,0.34
1/1/2000,12,-15,0.15
1/1/2000,13,-2,1.03
1/1/2000,13.4667,-16.5667,0.25
1/1/2000,14,-14,3.81
1/1/2000,15,19,0.18
1/1/2000,15,30,5.05
1/1/2000,15,39,0.6
1/1/2000,16,8,0.69
1/1/2000,17,-4,0.82
1/1/2000,20,-12,1.11
1/1/2000,25,17,46.79
1/1/2000,25,17,46.79
1/1/2000,27,30,140.35
1/1/2000,28,3,87.44
1/1/2000,32,-5,33.58
1/1/2000,34,9,19.67
1/1/2000,-8.55,125.5167,
1/1/2000,-5,120,265.98
1/1/2000,1.3667,103.8,48.86
1/1/2000,2.5,112.5,124.54
1/1/2000,3.25,73,0.45
1/1/2000,4.5,114.6667,4.59
1/1/2000,4.5,114.6667,4.59
1/1/2000,7,81,10.13
1/1/2000,13,105,1.97
1/1/2000,13,122,72.35
1/1/2000,15,48,14.47
1/1/2000,15,100,179.26
1/1/2000,16,106,52.33
1/1/2000,16,106,52.33
1/1/2000,20,77,"1,029.64"
1/1/2000,21,57,21.74
1/1/2000,22,98,10.04
1/1/2000,22,98,10.04
1/1/2000,22.1667,113.55,1.63
1/1/2000,22.25,114.1667,40.28
1/1/2000,24,54,111.79
1/1/2000,24,90,27.5
1/1/2000,25,45,296.35
1/1/2000,25.5,51.25,34.57
1/1/2000,26,50.55,18.62
1/1/2000,27.5,90.5,0.38
1/1/2000,28,84,3.04
1/1/2000,29.3375,47.6581,53.38
1/1/2000,30,70,105.42
1/1/2000,31,36,15.2
1/1/2000,31.5,34.75,59.52
1/1/2000,32,53,369.26
1/1/2000,33,44,71.72
1/1/2000,33,65,0.77
1/1/2000,33.8333,35.8333,15.47
1/1/2000,35,33,7.11
1/1/2000,35,38,50.48
1/1/2000,35,105,"3,349.29"
1/1/2000,36,138,"1,262.73"
1/1/2000,37,127.5,445.44
1/1/2000,37,127.5,445.44
1/1/2000,39,35,226.03
1/1/2000,39,71,2.23
1/1/2000,40,45,3.49
1/1/2000,40,60,37.47
1/1/2000,40,127,69.17
1/1/2000,40.5,47.5,29.51
1/1/2000,41,64,121.46
1/1/2000,41,75,4.6
1/1/2000,42,43.5,4.5
1/1/2000,46,105,7.49
1/1/2000,48,68,133.54
1/1/2000,60,100,"1,499.62"
1/1/2000,60,100,"1,499.62"
1/1/2000,35,33,7.11
1/1/2000,35.8333,14.5833,2.57
1/1/2000,39,22,102.98
1/1/2000,39,35,226.03
1/1/2000,39.5,-8,66.04
1/1/2000,40,-4,311.93
1/1/2000,40,45,3.49
1/1/2000,40.5,47.5,29.51
1/1/2000,41,20,3.02
1/1/2000,41.8333,22,12.05
1/1/2000,42,19,1.74
1/1/2000,42,43.5,4.5
1/1/2000,42.5,1.6,0.52
1/1/2000,42.8333,12.8333,470.77
1/1/2000,43,25,45.21
1/1/2000,44,18,13.7
1/1/2000,44,21,39.38
1/1/2000,45.1667,15.5,19.82
1/1/2000,46,2,420.65
1/1/2000,46,15,15.43
1/1/2000,46,25,93.54
1/1/2000,47,8,43.61
1/1/2000,47,20,58.55
1/1/2000,47,29,3.57
1/1/2000,47.1667,9.5333,0.22
1/1/2000,47.3333,13.3333,66.26
1/1/2000,48,68,133.54
1/1/2000,48.6667,19.5,41.53
1/1/2000,49,32,279.54
1/1/2000,49.75,6.1667,8.67
1/1/2000,49.75,15.5,126.9
1/1/2000,50.8333,4,126.79
1/1/2000,51,9,900.96
1/1/2000,52,20,317.1
1/1/2000,52.5,5.75,171.94
1/1/2000,53,-8,45.19
1/1/2000,53,28,55.46
1/1/2000,54,-2,567.06
1/1/2000,56,10,54.31
1/1/2000,56,24,11.79
1/1/2000,57,25,7.1
1/1/2000,59,26,15.36
1/1/2000,60,100,"1,499.62"
1/1/2000,60,100,"1,499.62"
1/1/2000,62,10,42.22
1/1/2000,62,15,54.73
1/1/2000,64,26,57.04
1/1/2000,65,-18,2.93
1/1/2000,9,-80,5.72
1/1/2000,10,-84,5.39
1/1/2000,11,-61,23.77
1/1/2000,11,-61,23.77
1/1/2000,12.1167,-61.6667,0.19
1/1/2000,12.5,-69.9667,2.38
1/1/2000,13,-85,3.72
1/1/2000,13.1667,-59.5333,1.17
1/1/2000,13.25,-61.2,0.15
1/1/2000,13.25,-61.2,0.15
1/1/2000,13.25,-61.2,0.15
1/1/2000,13.8333,-88.9167,5.66
1/1/2000,13.8833,-61.1333,0.33
1/1/2000,15,-86.5,4.93
1/1/2000,15.4167,-61.3333,0.1
1/1/2000,15.5,-90.25,9.77
1/1/2000,17.05,-61.8,0.34
1/1/2000,17.25,-88.75,0.4
1/1/2000,17.3333,-62.75,0.17
1/1/2000,18.25,-77.5,10.31
1/1/2000,18.5,-64.5,0.1
1/1/2000,19,-72.4167,1.37
1/1/2000,19,-70.6667,19.59
1/1/2000,21.5,-80,25.94
1/1/2000,21.75,-71.5833,0.07
1/1/2000,23,-102,397.9
1/1/2000,24.25,-76,1.67
1/1/2000,32.3333,-64.75,0.52
1/1/2000,38,-97,"6,000.61"
1/1/2000,60,-95,572.53
1/1/2000,72,-40,0.53
1/1/2000,-41,174,32.36
1/1/2000,-27,133,350.19
1/1/2000,-21.5,165.5,2.22
1/1/2000,-20,-175,0.1
1/1/2000,-18,175,0.83
1/1/2000,-16,167,0.08
1/1/2000,-15,-140,0.57
1/1/2000,-13.5833,-172.3333,0.14
1/1/2000,-8,159,0.15
1/1/2000,-8,178,0.01
1/1/2000,-6,147,2.66
1/1/2000,-0.5333,166.9167,0.08
1/1/2000,1.4167,173,0.03
1/1/2000,6.9167,158.25,0.12
1/1/2000,7.5,134.5,0.25
1/1/2000,9,168,0.08
1/1/2000,-34,-64,141.72
1/1/2000,-33,-56,5.27
1/1/2000,-30,-71,58.11
1/1/2000,-23,-58,3.65
1/1/2000,-17,-65,11
1/1/2000,-17,-65,11
1/1/2000,-10,-76,30.08
1/1/2000,-10,-55,324.23
1/1/2000,-2,-77.5,20.56
1/1/2000,4,-72,56.22
1/1/2000,4,-56,2.19
1/1/2000,5,-59,1.61
1/1/2000,8,-66,151.87
1/1/2000,8,-66,151.87
1/1/1999,-29.5,28.5,1.82
1/1/1999,-29,24,374.32
1/1/1999,-22,17,1.66
1/1/1999,-22,24,3.16
1/1/1999,-20.2833,57.55,2.43
1/1/1999,-20,30,15.73
1/1/1999,-20,47,1.91
1/1/1999,-18.25,35,1.17
1/1/1999,-15,30,1.78
1/1/1999,-13.5,34,0.92
1/1/1999,-12.5,18.5,9.13
1/1/1999,-12.1667,44.25,0.09
1/1/1999,-6,35,2.46
1/1/1999,-4.5833,55.6667,0.51
1/1/1999,-3.5,30,0.25
1/1/1999,-2,30,0.5
1/1/1999,-1,11.75,4.79
1/1/1999,-1,15,0.82
1/1/1999,0,25,1.37
1/1/1999,1,7,0.05
1/1/1999,1,32,1.28
1/1/1999,1,38,10.03
1/1/1999,2,10,0.47
1/1/1999,6,12,3
1/1/1999,6.5,-9.5,0.39
1/1/1999,7,21,0.26
1/1/1999,8,-5,5.94
1/1/1999,8,-5,5.94
1/1/1999,8,-2,6.37
1/1/1999,8,1.1667,1.85
1/1/1999,8,38,3.1
1/1/1999,8.5,-11.5,0.34
1/1/1999,9.5,2.25,1.54
1/1/1999,10,8,40.02
1/1/1999,10,49,0.49
1/1/1999,11,-10,1.55
1/1/1999,11.5,43,0.32
1/1/1999,12,-15,0.19
1/1/1999,13,-2,0.91
1/1/1999,13.4667,-16.5667,0.23
1/1/1999,14,-14,3.6
1/1/1999,15,19,0.16
1/1/1999,15,30,4.64
1/1/1999,15,39,0.62
1/1/1999,16,8,0.95
1/1/1999,17,-4,0.8
1/1/1999,20,-12,1.1
1/1/1999,25,17,44.3
1/1/1999,25,17,44.3
1/1/1999,27,30,124.5
1/1/1999,28,3,91.67
1/1/1999,32,-5,32.89
1/1/1999,34,9,18.12
1/1/1999,-8.55,125.5167,
1/1/1999,-5,120,244.1
1/1/1999,1.3667,103.8,49.87
1/1/1999,2.5,112.5,106.89
1/1/1999,3.25,73,0.42
1/1/1999,4.5,114.6667,3.8
1/1/1999,4.5,114.6667,3.8
1/1/1999,7,81,8.52
1/1/1999,13,105,1.89
1/1/1999,13,122,68.18
1/1/1999,15,48,13.72
1/1/1999,15,100,174.13
1/1/1999,16,106,46.66
1/1/1999,16,106,46.66
1/1/1999,20,77,995.23
1/1/1999,21,57,20.56
1/1/1999,22,98,8.93
1/1/1999,22,98,8.93
1/1/1999,22.1667,113.55,1.52
1/1/1999,22.25,114.1667,42.55
1/1/1999,24,54,77.54
1/1/1999,24,90,25.02
1/1/1999,25,45,225.98
1/1/1999,25.5,51.25,31.27
1/1/1999,26,50.55,17.99
1/1/1999,27.5,90.5,0.37
1/1/1999,28,84,3.19
1/1/1999,29.3375,47.6581,53.82
1/1/1999,30,70,99.39
1/1/1999,31,36,14.27
1/1/1999,31.5,34.75,54.75
1/1/1999,32,53,379.63
1/1/1999,33,44,71.68
1/1/1999,33,65,0.81
1/1/1999,33.8333,35.8333,16.46
1/1/1999,35,33,6.86
1/1/1999,35,38,51.77
1/1/1999,35,105,"3,258.13"
1/1/1999,36,138,"1,239.84"
1/1/1999,37,127.5,398.33
1/1/1999,37,127.5,398.33
1/1/1999,39,35,203.95
1/1/1999,39,71,2.52
1/1/1999,40,45,3.03
1/1/1999,40,60,37.61
1/1/1999,40,127,64.1
1/1/1999,40.5,47.5,28.57
1/1/1999,41,64,122.2
1/1/1999,41,75,4.65
1/1/1999,42,43.5,4.31
1/1/1999,46,105,7.54
1/1/1999,48,68,107.32
1/1/1999,60,100,"1,512.98"
1/1/1999,60,100,"1,512.98"
1/1/1999,35,33,6.86
1/1/1999,35.8333,14.5833,2.57
1/1/1999,39,22,97.94
1/1/1999,39,35,203.95
1/1/1999,39.5,-8,67.22
1/1/1999,40,-4,300.18
1/1/1999,40,45,3.03
1/1/1999,40.5,47.5,28.57
1/1/1999,41,20,2.98
1/1/1999,41.8333,22,11.71
1/1/1999,42,19,1.56
1/1/1999,42,43.5,4.31
1/1/1999,42.5,1.6,0.51
1/1/1999,42.8333,12.8333,464.6
1/1/1999,43,25,46.1
1/1/1999,44,18,10.33
1/1/1999,44,21,35.44
1/1/1999,45.1667,15.5,20.24
1/1/1999,46,2,425.67
1/1/1999,46,15,15.32
1/1/1999,46,25,88.68
1/1/1999,47,8,44.44
1/1/1999,47,20,61.83
1/1/1999,47,29,4.68
1/1/1999,47.1667,9.5333,0.23
1/1/1999,47.3333,13.3333,65.62
1/1/1999,48,68,107.32
1/1/1999,48.6667,19.5,43.34
1/1/1999,49,32,292.31
1/1/1999,49.75,6.1667,8.09
1/1/1999,49.75,15.5,116.44
1/1/1999,50.8333,4,124.75
1/1/1999,51,9,896.88
1/1/1999,52,20,327.65
1/1/1999,52.5,5.75,170.99
1/1/1999,53,-8,42.38
1/1/1999,53,28,56.99
1/1/1999,54,-2,560.51
1/1/1999,56,10,58.65
1/1/1999,56,24,13.41
1/1/1999,57,25,7.74
1/1/1999,59,26,15.73
1/1/1999,60,100,"1,512.98"
1/1/1999,60,100,"1,512.98"
1/1/1999,62,10,42.71
1/1/1999,62,15,55.86
1/1/1999,64,26,58.9
1/1/1999,65,-18,2.84
1/1/1999,9,-80,5.61
1/1/1999,10,-84,5.44
1/1/1999,11,-61,22.48
1/1/1999,11,-61,22.48
1/1/1999,12.1167,-61.6667,0.19
1/1/1999,12.5,-69.9667,1.81
1/1/1999,13,-85,3.6
1/1/1999,13.1667,-59.5333,1.19
1/1/1999,13.25,-61.2,0.16
1/1/1999,13.25,-61.2,0.16
1/1/1999,13.25,-61.2,0.16
1/1/1999,13.8333,-88.9167,5.62
1/1/1999,13.8833,-61.1333,0.32
1/1/1999,15,-86.5,4.67
1/1/1999,15.4167,-61.3333,0.08
1/1/1999,15.5,-90.25,8.81
1/1/1999,17.05,-61.8,0.33
1/1/1999,17.25,-88.75,0.35
1/1/1999,17.3333,-62.75,0.16
1/1/1999,18.25,-77.5,9.96
1/1/1999,18.5,-64.5,0.1
1/1/1999,19,-72.4167,1.33
1/1/1999,19,-70.6667,18.38
1/1/1999,21.5,-80,25.18
1/1/1999,21.75,-71.5833,0.07
1/1/1999,23,-102,392.32
1/1/1999,24.25,-76,1.67
1/1/1999,32.3333,-64.75,0.51
1/1/1999,38,-97,"5,832.25"
1/1/1999,60,-95,550.04
1/1/1999,72,-40,0.54
1/1/1999,-41,174,31.53
1/1/1999,-27,133,344.06
1/1/1999,-21.5,165.5,2.06
1/1/1999,-20,-175,0.11
1/1/1999,-18,175,0.78
1/1/1999,-16,167,0.08
1/1/1999,-15,-140,0.49
1/1/1999,-13.5833,-172.3333,0.14
1/1/1999,-8,159,0.15
1/1/1999,-8,178,0.01
1/1/1999,-6,147,2.44
1/1/1999,-0.5333,166.9167,0.09
1/1/1999,1.4167,173,0.03
1/1/1999,6.9167,158.25,0.11
1/1/1999,7.5,134.5,0.24
1/1/1999,9,168,0.07
1/1/1999,-34,-64,146.51
1/1/1999,-33,-56,6.68
1/1/1999,-30,-71,60.91
1/1/1999,-23,-58,4.46
1/1/1999,-17,-65,10.38
1/1/1999,-17,-65,10.38
1/1/1999,-10,-76,29.15
1/1/1999,-10,-55,316.28
1/1/1999,-2,-77.5,21.37
1/1/1999,4,-72,55.03
1/1/1999,4,-56,2.12
1/1/1999,5,-59,1.68
1/1/1999,8,-66,172.56
1/1/1999,8,-66,172.56
1/1/1998,-29.5,28.5,1.8
1/1/1998,-29,24,376.78
1/1/1998,-22,17,1.83
1/1/1998,-22,24,3.34
1/1/1998,-20.2833,57.55,2.17
1/1/1998,-20,30,14.14
1/1/1998,-20,47,1.73
1/1/1998,-18.25,35,1.11
1/1/1998,-15,30,2.28
1/1/1998,-13.5,34,0.92
1/1/1998,-12.5,18.5,7.27
1/1/1998,-12.1667,44.25,0.09
1/1/1998,-6,35,2.48
1/1/1998,-4.5833,55.6667,0.43
1/1/1998,-3.5,30,0.25
1/1/1998,-2,30,0.48
1/1/1998,-1,11.75,4.96
1/1/1998,-1,15,0.78
1/1/1998,0,25,1.65
1/1/1998,1,7,0.05
1/1/1998,1,32,1.23
1/1/1998,1,38,9.9
1/1/1998,2,10,0.16
1/1/1998,6,12,3.14
1/1/1998,6.5,-9.5,0.37
1/1/1998,7,21,0.25
1/1/1998,8,-5,6.58
1/1/1998,8,-5,6.58
1/1/1998,8,-2,6.25
1/1/1998,8,1.1667,1.29
1/1/1998,8,38,3.15
1/1/1998,8.5,-11.5,0.36
1/1/1998,9.5,2.25,1.19
1/1/1998,10,8,37.59
1/1/1998,10,49,0.51
1/1/1998,11,-10,1.48
1/1/1998,11.5,43,0.32
1/1/1998,12,-15,0.17
1/1/1998,13,-2,0.86
1/1/1998,13.4667,-16.5667,0.21
1/1/1998,14,-14,3.33
1/1/1998,15,19,0.15
1/1/1998,15,30,4.28
1/1/1998,15,39,0.59
1/1/1998,16,8,0.95
1/1/1998,17,-4,0.76
1/1/1998,20,-12,1.07
1/1/1998,25,17,45.16
1/1/1998,25,17,45.16
1/1/1998,27,30,121.47
1/1/1998,28,3,106.62
1/1/1998,32,-5,31.82
1/1/1998,34,9,17.81
1/1/1998,-8.55,125.5167,
1/1/1998,-5,120,216.1
1/1/1998,1.3667,103.8,48.36
1/1/1998,2.5,112.5,113.11
1/1/1998,3.25,73,0.3
1/1/1998,4.5,114.6667,5.16
1/1/1998,4.5,114.6667,5.16
1/1/1998,7,81,7.74
1/1/1998,13,105,1.94
1/1/1998,13,122,68.25
1/1/1998,15,48,12.06
1/1/1998,15,100,162.55
1/1/1998,16,106,46.55
1/1/1998,16,106,46.55
1/1/1998,20,77,933.55
1/1/1998,21,57,16.41
1/1/1998,22,98,8.04
1/1/1998,22,98,8.04
1/1/1998,22.1667,113.55,1.56
1/1/1998,22.25,114.1667,38.92
1/1/1998,24,54,80.68
1/1/1998,24,90,23.91
1/1/1998,25,45,207.23
1/1/1998,25.5,51.25,32.27
1/1/1998,26,50.55,18.37
1/1/1998,27.5,90.5,0.37
1/1/1998,28,84,2.22
1/1/1998,29.3375,47.6581,51.56
1/1/1998,30,70,96.74
1/1/1998,31,36,14.25
1/1/1998,31.5,34.75,56.01
1/1/1998,32,53,306.01
1/1/1998,33,44,72.1
1/1/1998,33,65,1.03
1/1/1998,33.8333,35.8333,16.32
1/1/1998,35,33,6.59
1/1/1998,35,38,49.75
