Year,Population,Country,CO2 (MT),Country Code,Continent,Continent_Code,GDP
1/1/1961,4191667,Slovakia,34.3751,SVK,Europe,EU,
1/1/1961,1594131,Slovenia,4.571,SVN,Europe,EU,
1/1/1961,7519998,Sweden,48.7995,SWE,Europe,EU,16147160122.7882
1/1/1961,42889,Seychelles,,SYC,Africa,AF,11592024.3649978
1/1/1961,4721896,Syria,3.0609,SYR,Asia,AS,945244992.211306
1/1/1961,5874,Turks and Caicos Islands,,TCA,North America,NA,
1/1/1961,3060368,Chad,0.051296,TCD,Africa,AF,333975336.626596
1/1/1961,1597526,Togo,0.0916,TGO,Africa,AF,126396469.707058
1/1/1961,28224187,Thailand,4.1407,THA,Asia,AS,3034043574.06071
1/1/1961,2159134,Tajikistan,3.2288,TJK,Asia,AS,
1/1/1961,1658362,Turkmenistan,14.5791,TKM,Asia,AS,
1/1/1961,482854,Timor-Leste,,TLS,Asia,AS,
1/1/1961,63715,Tonga,0.010992,TON,Oceania,OC,
1/1/1961,864818,Trinidad and Tobago,4.5979,TTO,North America,NA,584961208.656595
1/1/1961,4238142,Tunisia,1.7647,TUN,Africa,AF,
1/1/1961,28146910,Turkey,17.3408,TUR,Asia,AS,8022222222.22222
1/1/1961,28146910,Turkey,17.3408,TUR,Europe,EU,8022222222.22222
1/1/1961,5335,Tuvalu,,TUV,Oceania,OC,
1/1/1961,10346697,Tanzania,0.70349,TZA,Africa,AF,
1/1/1961,6983818,Uganda,0.40644,UGA,Africa,AF,441524109.014675
1/1/1961,43206345,Ukraine,278.2184,UKR,Europe,EU,
1/1/1961,2571681,Uruguay,4.1168,URY,South America,SA,1547388812.89969
1/1/1961,183691000,United States,2877.3698,USA,North America,NA,563300000000
1/1/1961,8813616,Uzbekistan,49.3462,UZB,Asia,AS,
1/1/1961,82169,Saint Vincent and the Grenadines,0.010992,VCT,North America,NA,13999883.3343055
1/1/1961,8439261,Venezuela,51.8798,VEN,South America,SA,9058121212.12121
1/1/1961,8167,British Virgin Islands,,VGB,North America,NA,
1/1/1961,33666110,Vietnam,7.9783,VNM,Asia,AS,
1/1/1961,65705,Vanuatu,,VUT,Oceania,OC,
1/1/1961,112105,Samoa,0.01832,WSM,Oceania,OC,
1/1/1961,5393036,Yemen,2.6637,YEM,Asia,AS,
1/1/1961,17524533,South Africa,102.1198,ZAF,Africa,AF,7972840543.18914
1/1/1961,3164329,Zambia,3.709,ZMB,Africa,AF,696285714.285714
1/1/1961,3905034,Zimbabwe,5.0613,ZWE,Africa,AF,1096646600
1/1/1962,56225,Aruba,0.70894,ABW,North America,NA,
1/1/1962,9351441,Afghanistan,0.68859,AFG,Asia,AS,546666677.777778
1/1/1962,5608539,Angola,1.1791,AGO,Africa,AF,
1/1/1962,1711319,Albania,2.4622,ALB,Europe,EU,
1/1/1962,15370,Andorra,,AND,Europe,EU,
1/1/1962,112118,United Arab Emirates,0.01832,ARE,Asia,AS,
1/1/1962,21153052,Argentina,53.6401,ARG,South America,SA,24450604877.6081
1/1/1962,2009526,Armenia,2.6987,ARM,Asia,AS,
1/1/1962,2009526,Armenia,2.6987,ARM,Europe,EU,
1/1/1962,55841,Antigua and Barbuda,0.10259,ATG,North America,NA,
1/1/1962,10742000,Australia,94.8235,AUS,Oceania,OC,19911524246.8362
1/1/1962,7129864,Austria,33.865,AUT,Europe,EU,7756110210.11966
1/1/1962,4171426,Azerbaijan,26.0581,AZE,Asia,AS,
1/1/1962,4171426,Azerbaijan,26.0581,AZE,Europe,EU,
1/1/1962,2907321,Burundi,0.043968,BDI,Africa,AF,213500006
1/1/1962,9220578,Belgium,98.0183,BEL,Europe,EU,13264015675.3193
1/1/1962,2502896,Benin,0.13557,BEN,Africa,AF,236434906.75427
1/1/1962,4960326,Burkina Faso,0.084272,BFA,Africa,AF,379567178.256898
1/1/1962,50752157,Bangladesh,2.5168,BGD,Asia,AS,5081413339.74945
1/1/1962,8012946,Bulgaria,30.704,BGR,Europe,EU,
1/1/1962,173144,Bahrain,1.5902,BHR,Asia,AS,
1/1/1962,121091,Bahamas,0.72547,BHS,North America,NA,212254901.960784
1/1/1962,3353226,Bosnia and Herzegovina,5.6598,BIH,Europe,EU,
1/1/1962,8351928,Belarus,40.4998,BLR,Europe,EU,
1/1/1962,97384,Belize,0.069616,BLZ,North America,NA,31856922.8615428
1/1/1962,46600,Bermuda,0.15755,BMU,North America,NA,94149985.9705588
1/1/1962,3802990,Bolivia,1.099,BOL,South America,SA,669722541.277818
1/1/1962,76514328,Brazil,53.6314,BRA,South America,SA,19926293839.0163
1/1/1962,232633,Barbados,0.26014,BRB,North America,NA,
1/1/1962,89481,Brunei Darussalam,0.37006,BRN,Asia,AS,
1/1/1962,234554,Bhutan,,BTN,Asia,AS,
1/1/1962,523778,Botswana,,BWA,Africa,AF,35643207.6265246
1/1/1962,1551910,Central African Republic,0.07328,CAF,Africa,AF,124482748.937917
1/1/1962,18614000,Canada,206.9908,CAN,North America,NA,41978852041.4426
1/1/1962,5573815,Switzerland,24.1197,CHE,Europe,EU,11879982758.5619
1/1/1962,8476897,Chile,16.7074,CHL,South America,SA,5416272727.27273
1/1/1962,665770000,China,439.3421,CHN,Asia,AS,47209359005.6056
1/1/1962,3770766,Cote d'Ivoire,0.58624,CIV,Africa,AF,645284344.684118
1/1/1962,5398729,Cameroon,0.28946,CMR,Africa,AF,699373701.217138
1/1/1962,16041190,Democratic Republic of Congo,2.1719,COD,Africa,AF,3779841409.55267
1/1/1962,1069238,Republic of the Congo,0.23816,COG,Africa,AF,166521239.863281
1/1/1962,17092918,Colombia,19.4195,COL,South America,SA,4968603735.58222
1/1/1962,197198,Comoros,0.010992,COM,Africa,AF,
1/1/1962,1433335,Costa Rica,0.5496,CRI,North America,NA,479180824.348506
1/1/1962,7453540,Cuba,14.1545,CUB,North America,NA,
1/1/1962,128414,Curacao,10.2681,CUW,North America,NA,
1/1/1962,577691,Cyprus,0.90462,CYP,Asia,AS,
1/1/1962,577691,Cyprus,0.90462,CYP,Europe,EU,
1/1/1962,9624660,Czech Republic,114.5653,CZE,Europe,EU,
1/1/1962,74025784,Germany,883.1686,DEU,Europe,EU,
1/1/1962,94204,Djibouti,0.047632,DJI,Africa,AF,
1/1/1962,61982,Dominica,0.010992,DMA,North America,NA,
1/1/1962,4647727,Denmark,36.8899,DNK,Europe,EU,7812968114.40012
1/1/1962,3521018,Dominican Republic,1.2411,DOM,North America,NA,824100000
1/1/1962,11619828,Algeria,5.661,DZA,Africa,AF,2001468867.73344
1/1/1962,4809201,Ecuador,1.5637,ECU,South America,SA,958598195.033967
1/1/1962,28112256,Egypt,18.5711,EGY,Africa,AF,
1/1/1962,1060486,Eritrea,,ERI,Africa,AF,
1/1/1962,31023366,Spain,59.9758,ESP,Europe,EU,16138545209.246
1/1/1962,1241623,Estonia,11.0633,EST,Europe,EU,
1/1/1962,23221389,Ethiopia,0.39553,ETH,Africa,AF,
1/1/1962,4491443,Finland,16.7903,FIN,Europe,EU,6340580854.39073
1/1/1962,421665,Fiji,0.23083,FJI,Oceania,OC,122906434.957814
1/1/1962,47904877,France,298.8665,FRA,Europe,EU,76313782251.6964
1/1/1962,47367,Micronesia,,FSM,Oceania,OC,
1/1/1962,511287,Gabon,0.087936,GAB,Africa,AF,182796536.499884
1/1/1962,53250000,United Kingdom,592.9315,GBR,Europe,EU,80601939635.2483
1/1/1962,3760300,Georgia,7.1044,GEO,Asia,AS,
1/1/1962,3760300,Georgia,7.1044,GEO,Europe,EU,
1/1/1962,7071971,Ghana,1.4326,GHA,Africa,AF,1382515654.47343
1/1/1962,3611429,Guinea,0.65952,GIN,Africa,AF,
1/1/1962,379894,Gambia,0.025648,GMB,Africa,AF,
1/1/1962,628883,Guinea-Bissau,0.040304,GNB,Africa,AF,
1/1/1962,262219,Equatorial Guinea,0.021984,GNQ,Africa,AF,9122751.45318345
1/1/1962,8448233,Greece,10.1488,GRC,Europe,EU,5327573509.09843
1/1/1962,92484,Grenada,0.025648,GRD,North America,NA,
1/1/1962,35000,Greenland,0.26381,GRL,North America,NA,
1/1/1962,4464249,Guatemala,1.3809,GTM,North America,NA,1143600000
1/1/1962,606285,Guyana,0.67784,GUY,South America,SA,194948375.430205
1/1/1962,3305200,Hong Kong,3.6815,HKG,Asia,AS,1612346412.26475
1/1/1962,2155647,Honduras,0.69959,HND,North America,NA,387750000
1/1/1962,4196712,Croatia,6.1696,HRV,Europe,EU,
1/1/1962,4019173,Haiti,0.30387,HTI,North America,NA,
1/1/1962,10061734,Hungary,50.5122,HUN,Europe,EU,
1/1/1962,92518377,Indonesia,22.9749,IDN,Asia,AS,
1/1/1962,469077190,India,143.4518,IND,Asia,AS,41599070245.0702
1/1/1962,2836050,Ireland,13.1067,IRL,Europe,EU,2260349684.08625
1/1/1962,23071315,Iran,37.4284,IRN,Asia,AS,4693566415.84158
1/1/1962,7674220,Iraq,9.0208,IRQ,Asia,AS,1954634836.18034
1/1/1962,182378,Iceland,1.1977,ISL,Europe,EU,284916516.159537
1/1/1962,2293000,Israel,7.9324,ISR,Asia,AS,2510000000
1/1/1962,50879450,Italy,146.255,ITA,Europe,EU,50383891898.9911
1/1/1962,1676501,Jamaica,2.117,JAM,North America,NA,777712445.751085
1/1/1962,1010658,Jordan,1.047,JOR,Asia,AS,
1/1/1962,95832000,Japan,292.8644,JPN,Asia,AS,60723018683.7333
1/1/1962,10756928,Kazakhstan,121.4043,KAZ,Asia,AS,
1/1/1962,10756928,Kazakhstan,121.4043,KAZ,Europe,EU,
1/1/1962,8647011,Kenya,2.622,KEN,Africa,AF,868111400.008864
1/1/1962,2333400,Kyrgyzstan,5.1943,KGZ,Asia,AS,
1/1/1962,6028431,Cambodia,0.30778,KHM,Asia,AS,660000008.571429
1/1/1962,43281,Kiribati,0.010992,KIR,Oceania,OC,
1/1/1962,50963,Saint Kitts and Nevis,,KNA,North America,NA,12541562.1536487
1/1/1962,26513030,South Korea,17.2616,KOR,Asia,AS,2813933899.74577
1/1/1962,337348,Kuwait,14.2786,KWT,Asia,AS,
1/1/1962,1925297,Lebanon,2.8508,LBN,Asia,AS,
1/1/1962,1166648,Liberia,0.25282,LBR,Africa,AF,191861800
1/1/1962,1550813,Libya,1.0479,LBY,Africa,AF,
1/1/1962,91891,Saint Lucia,0.01832,LCA,North America,NA,
1/1/1962,17289,Liechtenstein,,LIE,Europe,EU,
1/1/1962,10352179,Sri Lanka,2.5608,LKA,Asia,AS,1434156378.60082
1/1/1962,869136,Lesotho,,LSO,Africa,AF,41859162.8167437
1/1/1962,2863350,Lithuania,10.2583,LTU,Europe,EU,
1/1/1962,320750,Luxembourg,11.5407,LUX,Europe,EU,741509480.796284
1/1/1962,2181586,Latvia,6.5525,LVA,Europe,EU,
1/1/1962,176183,Macao,0.095264,MAC,Asia,AS,
1/1/1962,13094888,Morocco,3.0749,MAR,Africa,AF,2379606422.29029
1/1/1962,2664000,Moldova,9.8437,MDA,Europe,EU,
1/1/1962,5352503,Madagascar,0.39565,MDG,Africa,AF,739286906.851163
1/1/1962,94905,Maldives,,MDV,Asia,AS,
1/1/1962,40195319,Mexico,63.7437,MEX,North America,NA,15221056000
1/1/1962,15547,Marshall Islands,,MHL,Oceania,OC,
1/1/1962,1527111,Macedonia,4.0523,MKD,Europe,EU,
1/1/1962,5381368,Mali,0.13923,MLI,Africa,AF,
1/1/1962,323900,Malta,0.32976,MLT,Europe,EU,
1/1/1962,22697667,Myanmar,2.8797,MMR,Asia,AS,
1/1/1962,502558,Montenegro,0.72075,MNE,Europe,EU,
1/1/1962,1011324,Mongolia,1.9712,MNG,Asia,AS,
1/1/1962,7507303,Mozambique,1.9852,MOZ,Africa,AF,
1/1/1962,901686,Mauritania,0.062288,MRT,Africa,AF,111148585.592024
1/1/1962,700349,Mauritius,0.25282,MUS,Africa,AF,
1/1/1962,3839043,Malawi,0.36062,MWI,Africa,AF,183120146.605902
1/1/1962,8692342,Malaysia,4.7765,MYS,Asia,AS,2001502678.6881
1/1/1962,665115,Namibia,,NAM,Africa,AF,
1/1/1962,83400,New Caledonia,0.56426,NCL,Oceania,OC,
1/1/1962,3588228,Niger,0.065952,NER,Africa,AF,531736599.930736
1/1/1962,47029822,Nigeria,4.175,NGA,Africa,AF,4909302953.94092
1/1/1962,1887425,Nicaragua,0.65934,NIC,North America,NA,
1/1/1962,11805689,Netherlands,83.2819,NLD,Europe,EU,14647057370.1418
1/1/1962,3638918,Norway,14.0604,NOR,Europe,EU,6066976682.67364
1/1/1962,10433145,Nepal,0.087936,NPL,Asia,AS,574091101.194382
1/1/1962,4944,Nauru,,NRU,Oceania,OC,
1/1/1962,2482000,New Zealand,11.1983,NZL,Oceania,OC,6077496267.76294
1/1/1962,578823,Oman,,OMN,Asia,AS,
1/1/1962,47198878,Pakistan,13.5699,PAK,Asia,AS,4233095590.0882
1/1/1962,1202449,Panama,1.1903,PAN,North America,NA,652120900
1/1/1962,10749466,Peru,9.9596,PER,South America,SA,3286773187.87687
1/1/1962,28077339,Philippines,10.3359,PHL,Asia,AS,4399827767.96704
1/1/1962,10317,Palau,,PLW,Oceania,OC,
1/1/1962,2340352,Papua New Guinea,0.19786,PNG,Oceania,OC,261184037.362676
1/1/1962,30308500,Poland,216.6072,POL,Europe,EU,
1/1/1962,11871712,North Korea,30.6874,PRK,Asia,AS,
1/1/1962,8993985,Portugal,9.2899,PRT,Europe,EU,3668222357.65702
1/1/1962,2006670,Paraguay,0.39199,PRY,South America,SA,
1/1/1962,83655,French Polynesia,0.047632,PYF,Oceania,OC,
1/1/1962,56262,Qatar,0.19053,QAT,Asia,AS,
1/1/1962,18676550,Romania,63.8128,ROU,Europe,EU,
1/1/1962,122591000,Russia,963.3179,RUS,Asia,AS,
1/1/1962,122591000,Russia,963.3179,RUS,Europe,EU,
1/1/1962,3052936,Rwanda,0.084272,RWA,Africa,AF,125000008
1/1/1962,4362786,Saudi Arabia,6.25,SAU,Asia,AS,
1/1/1962,8004121,Sudan,1.3598,SDN,Africa,AF,1541666666.66667
1/1/1962,3386806,Senegal,0.81267,SEN,Africa,AF,857425916.243935
1/1/1962,1750200,Singapore,2.5753,SGP,Asia,AS,825885273.748857
1/1/1962,125040,Solomon Islands,0.014656,SLB,Oceania,OC,
1/1/1962,2388769,Sierra Leone,0.3261,SLE,Africa,AF,342721579.824661
1/1/1962,2931192,El Salvador,0.64826,SLV,North America,NA,
1/1/1962,2874218,Somalia,0.10626,SOM,Africa,AF,
1/1/1962,,Serbia,16.3271,SRB,Europe,EU,
1/1/1962,2951043,South Sudan,0.12366,SSD,Africa,AF,
1/1/1962,64479,Sao Tome and Principe,0.010992,STP,Africa,AF,
1/1/1962,303895,Suriname,0.49464,SUR,South America,SA,103500000
1/1/1962,4238188,Slovakia,36.6322,SVK,Europe,EU,
1/1/1962,1603649,Slovenia,4.6906,SVN,Europe,EU,
1/1/1962,7561588,Sweden,51.2726,SWE,Europe,EU,17511477311.4463
1/1/1962,44042,Seychelles,,SYC,Africa,AF,12642026.5719722
1/1/1962,4875422,Syria,3.1999,SYR,Asia,AS,1110565863.53737
1/1/1962,5884,Turks and Caicos Islands,,TCA,North America,NA,
1/1/1962,3121236,Chad,0.084272,TCD,Africa,AF,357635713.876856
1/1/1962,1612755,Togo,0.087936,TGO,Africa,AF,132237441.630863
1/1/1962,29080938,Thailand,5.0268,THA,Asia,AS,3308912796.93487
1/1/1962,2236574,Tajikistan,3.3886,TJK,Asia,AS,
1/1/1962,1715408,Turkmenistan,15.3011,TKM,Asia,AS,
1/1/1962,491571,Timor-Leste,,TLS,Asia,AS,
1/1/1962,66235,Tonga,0.010992,TON,Oceania,OC,
1/1/1962,879441,Trinidad and Tobago,7.2321,TTO,North America,NA,619319197.340022
1/1/1962,4305481,Tunisia,1.7939,TUN,Africa,AF,
1/1/1962,28832827,Turkey,21.6045,TUR,Asia,AS,8922222222.22222
1/1/1962,28832827,Turkey,21.6045,TUR,Europe,EU,8922222222.22222
1/1/1962,5340,Tuvalu,,TUV,Oceania,OC,
1/1/1962,10651962,Tanzania,0.76578,TZA,Africa,AF,
1/1/1962,7215796,Uganda,0.42845,UGA,Africa,AF,449012578.616352
1/1/1962,43752230,Ukraine,291.9614,UKR,Europe,EU,
1/1/1962,2603882,Uruguay,4.0069,URY,South America,SA,1710004464.40897
1/1/1962,186538000,United States,2984.0017,USA,North America,NA,605100000000
1/1/1962,9113620,Uzbekistan,51.7895,UZB,Asia,AS,
1/1/1962,83237,Saint Vincent and the Grenadines,0.010992,VCT,North America,NA,14524878.959342
1/1/1962,8742777,Venezuela,54.0561,VEN,South America,SA,10022000000
1/1/1962,8310,British Virgin Islands,0.003664,VGB,North America,NA,
1/1/1962,34683407,Vietnam,9.3377,VNM,Asia,AS,
1/1/1962,67794,Vanuatu,0.040304,VUT,Oceania,OC,
1/1/1962,115776,Samoa,0.01832,WSM,Oceania,OC,
1/1/1962,5473671,Yemen,3.8838,YEM,Asia,AS,
1/1/1962,17965725,South Africa,105.67,ZAF,Africa,AF,8497830043.39913
1/1/1962,3260650,Zambia,3.5827,ZMB,Africa,AF,693142857.142857
1/1/1962,4039201,Zimbabwe,4.889,ZWE,Africa,AF,1117601600
1/1/1963,56695,Aruba,0.67909,ABW,North America,NA,
1/1/1963,9543205,Afghanistan,0.70674,AFG,Asia,AS,751111191.111111
1/1/1963,5679458,Angola,1.1497,AGO,Africa,AF,
1/1/1963,1762621,Albania,2.0812,ALB,Europe,EU,
1/1/1963,16412,Andorra,,AND,Europe,EU,
1/1/1963,125130,United Arab Emirates,0.021984,ARE,Asia,AS,
1/1/1963,21488912,Argentina,50.0327,ARG,South America,SA,18272123664.4715
1/1/1963,2077578,Armenia,2.8942,ARM,Asia,AS,
1/1/1963,2077578,Armenia,2.8942,ARM,Europe,EU,
1/1/1963,56702,Antigua and Barbuda,0.084272,ATG,North America,NA,
1/1/1963,10950000,Australia,100.9343,AUS,Oceania,OC,21527606674.8796
1/1/1963,7175811,Austria,36.9491,AUT,Europe,EU,8374175257.73075
1/1/1963,4315127,Azerbaijan,27.9456,AZE,Asia,AS,
1/1/1963,4315127,Azerbaijan,27.9456,AZE,Europe,EU,
1/1/1963,2964427,Burundi,0.047632,BDI,Africa,AF,232749998
1/1/1963,9289770,Belgium,105.6764,BEL,Europe,EU,14260017387.0492
1/1/1963,2542859,Benin,0.12091,BEN,Africa,AF,253927646.475909
1/1/1963,5027821,Burkina Faso,0.087936,BFA,Africa,AF,394040749.12567
1/1/1963,52202007,Bangladesh,2.8932,BGD,Asia,AS,5319458351.12372
1/1/1963,8078145,Bulgaria,34.3741,BGR,Europe,EU,
1/1/1963,178140,Bahrain,1.1945,BHR,Asia,AS,
1/1/1963,127339,Bahamas,0.70715,BHS,North America,NA,237745098.039216
1/1/1963,3417574,Bosnia and Herzegovina,6.2963,BIH,Europe,EU,
1/1/1963,8437232,Belarus,43.4334,BLR,Europe,EU,
1/1/1963,100164,Belize,0.062288,BLZ,North America,NA,33749405.0118998
1/1/1963,47700,Bermuda,0.15022,BMU,North America,NA,96366652.3069165
1/1/1963,3879192,Bolivia,1.2125,BOL,South America,SA,721142957.311474
1/1/1963,78772657,Brazil,55.5509,BRA,South America,SA,23021477292.2093
1/1/1963,233630,Barbados,0.19053,BRB,North America,NA,
1/1/1963,93540,Brunei Darussalam,0.35541,BRN,Asia,AS,
1/1/1963,240523,Bhutan,,BTN,Asia,AS,
1/1/1963,535685,Botswana,,BWA,Africa,AF,38091150.566196
1/1/1963,1579370,Central African Republic,0.07328,CAF,Africa,AF,129379097.888958
1/1/1963,18964000,Canada,210.9108,CAN,North America,NA,44657169109.224
1/1/1963,5694247,Switzerland,29.0667,CHE,Europe,EU,13063643795.7884
1/1/1963,8650387,Chile,17.337,CHL,South America,SA,5668187500
1/1/1963,682335000,China,435.5176,CHN,Asia,AS,50706799902.5103
1/1/1963,3918628,Cote d'Ivoire,0.62288,CIV,Africa,AF,761047045.830402
1/1/1963,5518104,Cameroon,0.30045,CMR,Africa,AF,723624365.288138
1/1/1963,16461830,Democratic Republic of Congo,2.2927,COD,Africa,AF,6213185773.92265
1/1/1963,1096638,Republic of the Congo,0.2345,COG,Africa,AF,172233430.871502
1/1/1963,17629979,Colombia,21.2328,COL,South America,SA,4838841455.55556
1/1/1963,200372,Comoros,0.010992,COM,Africa,AF,
1/1/1963,1486553,Costa Rica,0.6009,CRI,North America,NA,511902136.809973
1/1/1963,7623294,Cuba,13.0259,CUB,North America,NA,
1/1/1963,130860,Curacao,9.8357,CUW,North America,NA,
1/1/1963,577913,Cyprus,0.98523,CYP,Asia,AS,
1/1/1963,577913,Cyprus,0.98523,CYP,Europe,EU,
1/1/1963,9670685,Czech Republic,120.5164,CZE,Europe,EU,
1/1/1963,74714353,Germany,945.498,DEU,Europe,EU,
1/1/1963,100628,Djibouti,0.065952,DJI,Africa,AF,
1/1/1963,62918,Dominica,0.014656,DMA,North America,NA,
1/1/1963,4684483,Denmark,40.6679,DNK,Europe,EU,8316692385.77386
1/1/1963,3638109,Dominican Republic,1.2485,DOM,North America,NA,940799900
1/1/1963,11912803,Algeria,5.4192,DZA,Africa,AF,2703014867.32834
1/1/1963,4948986,Ecuador,1.7943,ECU,South America,SA,1038389642.31418
1/1/1963,28871383,Egypt,21.5269,EGY,Africa,AF,
1/1/1963,1088854,Eritrea,,ERI,Africa,AF,
1/1/1963,31296651,Spain,58.7429,ESP,Europe,EU,19074913947.7196
1/1/1963,1258857,Estonia,11.8646,EST,Europe,EU,
1/1/1963,23798430,Ethiopia,0.42121,ETH,Africa,AF,
1/1/1963,4523309,Finland,19.3365,FIN,Europe,EU,6885920328.66187
1/1/1963,436293,Fiji,0.24182,FJI,Oceania,OC,129454728.623599
1/1/1963,48582611,France,334.2264,FRA,Europe,EU,85551113767.3727
1/1/1963,48855,Micronesia,,FSM,Oceania,OC,
1/1/1963,517580,Gabon,0.07328,GAB,Africa,AF,154480244.246844
1/1/1963,53650000,United Kingdom,603.3857,GBR,Europe,EU,85443766670.4279
1/1/1963,3816100,Georgia,7.619,GEO,Asia,AS,
1/1/1963,3816100,Georgia,7.619,GEO,Europe,EU,
1/1/1963,7300116,Ghana,1.7221,GHA,Africa,AF,1540797588.57221
1/1/1963,3672556,Guinea,0.69616,GIN,Africa,AF,
1/1/1963,387641,Gambia,0.029312,GMB,Africa,AF,
1/1/1963,635011,Guinea-Bissau,0.047632,GNB,Africa,AF,
1/1/1963,266000,Equatorial Guinea,0.025648,GNQ,Africa,AF,10840095.1283649
1/1/1963,8479625,Greece,12.2395,GRC,Europe,EU,5949478034.88751
1/1/1963,93413,Grenada,0.014656,GRD,North America,NA,
1/1/1963,36400,Greenland,0.32976,GRL,North America,NA,
1/1/1963,4595510,Guatemala,1.5199,GTM,North America,NA,1262800000
1/1/1963,622575,Guyana,0.61555,GUY,South America,SA,175756868.692761
1/1/1963,3420900,Hong Kong,4.2457,HKG,Asia,AS,1935298266.45384
1/1/1963,2216704,Honduras,0.71058,HND,North America,NA,410200000
1/1/1963,4225675,Croatia,6.8633,HRV,Europe,EU,
1/1/1963,4097755,Haiti,0.24894,HTI,North America,NA,
1/1/1963,10087947,Hungary,56.2278,HUN,Europe,EU,
1/1/1963,95015297,Indonesia,22.7631,IDN,Asia,AS,
1/1/1963,478825608,India,154.0682,IND,Asia,AS,47776000903.0009
1/1/1963,2852650,Ireland,13.4473,IRL,Europe,EU,2430843768.44553
1/1/1963,23680258,Iran,41.3049,IRN,Asia,AS,4928628018.48185
1/1/1963,7888913,Iraq,9.3834,IRQ,Asia,AS,1978437692.5231
1/1/1963,185653,Iceland,1.304,ISL,Europe,EU,340061650.119898
1/1/1963,2379000,Israel,8.1996,ISR,Asia,AS,2992333333.33333
1/1/1963,51252000,Italy,164.5562,ITA,Europe,EU,57710743059.8341
1/1/1963,1703651,Jamaica,2.3955,JAM,North America,NA,826690466.190676
1/1/1963,1050213,Jordan,1.219,JOR,Asia,AS,
1/1/1963,96812000,Japan,324.8355,JPN,Asia,AS,69498131797.3333
1/1/1963,11147859,Kazakhstan,130.1981,KAZ,Asia,AS,
1/1/1963,11147859,Kazakhstan,130.1981,KAZ,Europe,EU,
1/1/1963,8928511,Kenya,2.8529,KEN,Africa,AF,926589348.567393
1/1/1963,2413700,Kyrgyzstan,5.5705,KGZ,Asia,AS,
1/1/1963,6183584,Cambodia,0.38838,KHM,Asia,AS,728571437.142857
1/1/1963,44338,Kiribati,0.01832,KIR,Oceania,OC,
1/1/1963,50525,Saint Kitts and Nevis,,KNA,North America,NA,12833226.3897801
1/1/1963,27261747,South Korea,21.0832,KOR,Asia,AS,3988246108.63888
1/1/1963,378746,Kuwait,17.012,KWT,Asia,AS,
1/1/1963,1985001,Lebanon,3.0228,LBN,Asia,AS,
1/1/1963,1191802,Liberia,0.35541,LBR,Africa,AF,200229600
1/1/1963,1607171,Libya,1.4619,LBY,Africa,AF,
1/1/1963,93211,Saint Lucia,0.021984,LCA,North America,NA,
1/1/1963,17719,Liechtenstein,,LIE,Europe,EU,
1/1/1963,10597511,Sri Lanka,2.5315,LKA,Asia,AS,1240672268.90756
1/1/1963,886057,Lesotho,,LSO,Africa,AF,47039059.2188156
1/1/1963,2898950,Lithuania,11.0013,LTU,Europe,EU,
1/1/1963,324100,Luxembourg,11.4382,LUX,Europe,EU,791140595.772755
1/1/1963,2210919,Latvia,7.0272,LVA,Europe,EU,
1/1/1963,184245,Macao,0.10626,MAC,Asia,AS,
1/1/1963,13478423,Morocco,3.9541,MAR,Africa,AF,2657247327.3392
1/1/1963,2720000,Moldova,10.5616,MDA,Europe,EU,
1/1/1963,5486319,Madagascar,0.46149,MDG,Africa,AF,759345862.970929
1/1/1963,97551,Maldives,,MDV,Asia,AS,
1/1/1963,41462369,Mexico,66.2922,MEX,North America,NA,16936336000
1/1/1963,16114,Marshall Islands,,MHL,Oceania,OC,
1/1/1963,1547450,Macedonia,4.5081,MKD,Europe,EU,
1/1/1963,5441613,Mali,0.17587,MLI,Africa,AF,
1/1/1963,322550,Malta,0.41037,MLT,Europe,EU,
1/1/1963,23198241,Myanmar,2.6339,MMR,Asia,AS,
1/1/1963,513409,Montenegro,0.80181,MNE,Europe,EU,
1/1/1963,1042383,Mongolia,1.6012,MNG,Asia,AS,
1/1/1963,7679458,Mozambique,1.6591,MOZ,Africa,AF,
1/1/1963,928734,Mauritania,0.087936,MRT,Africa,AF,113797356.813964
1/1/1963,718861,Mauritius,0.20885,MUS,Africa,AF,
1/1/1963,3933908,Malawi,0.34671,MWI,Africa,AF,190820152.770523
1/1/1963,8973788,Malaysia,5.828,MYS,Asia,AS,2510126747.68065
1/1/1963,681637,Namibia,,NAM,Africa,AF,
1/1/1963,85700,New Caledonia,0.61922,NCL,Oceania,OC,
1/1/1963,3693980,Niger,0.087936,NER,Africa,AF,586294879.4719
1/1/1963,48032934,Nigeria,5.3436,NGA,Africa,AF,5165489010.2198
1/1/1963,1946234,Nicaragua,0.84251,NIC,North America,NA,
1/1/1963,11965966,Netherlands,91.1446,NLD,Europe,EU,15891241386.291
1/1/1963,3666537,Norway,14.9653,NOR,Europe,EU,6510239502.76489
1/1/1963,10604621,Nepal,0.098928,NPL,Asia,AS,496947904.443033
1/1/1963,5275,Nauru,,NRU,Oceania,OC,
1/1/1963,2531800,New Zealand,12.2165,NZL,Oceania,OC,6638937283.13963
1/1/1963,593504,Oman,,OMN,Asia,AS,
1/1/1963,48387301,Pakistan,15.6002,PAK,Asia,AS,4540529105.41789
1/1/1963,1238889,Panama,1.1829,PAN,North America,NA,722784500
1/1/1963,11062300,Peru,10.2232,PER,South America,SA,3600957771.15299
1/1/1963,29012625,Philippines,11.4718,PHL,Asia,AS,4875309866.34017
